Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price,Coe_left_days,Coe_left_months,Brand_name
Lexus RX Turbo RX200t Executive,SUV,2017-04-06,5yrs 9mths 30days COE left),19000,48000,1210,78279,54000,1998,1890,2016,Auto,50208,62375,175,1,141999,2125,70.0,Lexus
Mercedes-Benz S-Class S500L,Luxury Sedan,2015-11-13,4yrs 5mths 6days COE left),35020,73000,4988,173720,62101,4663,2015,2014,Auto,131553,208796,335,1,259818,1616,53.2,Mercedes-Benz
McLaren 12C Spider (COE till 10/2030),Sports Car,2013-04-01,9yrs 4mths 25days COE left),47290,43000,3634,35954,38216,3798,1549,2013,Auto,288734,288734,460,5,444888,3430,112.83333333333333,McLaren
Audi A3 Sedan 1.4A TFSI S-tronic Attraction,Luxury Sedan,2016-05-30,4yrs 11mths 23days COE left),12290,65000,624,35846,47889,1395,1310,2016,Auto,25095,17133,92,1,69800,1813,59.766666666666666,Audi
Hyundai Accent 1.4A,Mid-Sized Sedan,2018-06-09,7yrs 2days COE left),7800,64073,608,33217,38510,1368,1115,2018,Auto,8291,8291,73,1,58800,2557,84.06666666666666,Hyundai
Volkswagen Sharan 2.0A TSI,MPV,2015-11-13,4yrs 5mths 6days COE left),14270,102000,1194,56964,57501,1984,1790,2015,Auto,37799,44919,147,2,85800,1616,53.2,Volkswagen
Mercedes-Benz C-Class C200 Avantgarde,Luxury Sedan,2017-02-16,5yrs 8mths 9days COE left),17950,51000,1202,62762,48209,1991,1465,2016,Auto,42894,47052,135,1,125800,2074,68.3,Mercedes-Benz
Honda HR-V 1.5A LX,SUV,2016-11-07,5yrs 5mths  COE left),10500,48888,682,43983,53334,1496,1190,2016,Auto,23634,20088,96,1,66988,1975,65.0,Honda
Toyota Vios 1.5A E,Mid-Sized Sedan,2019-04-09,7yrs 10mths 2days COE left),8800,30800,682,31082,26301,1496,1085,2019,Auto,13936,13936,79,1,75988,2857,94.06666666666666,Toyota
Honda Odyssey 2.4A EXV-S Sunroof,MPV,2015-05-15,3yrs 11mths 8days COE left),13290,103020,1630,50255,76612,2356,1855,2015,Auto,27771,30880,129,1,67800,1433,47.266666666666666,Honda
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2013-05-13,1yr 11mths 6days COE left),12560,140880,742,20465,62999,1598,1195,2013,Auto,15084,15084,90,3,31800,701,23.2,Toyota
BMW 5 Series 520i M-Sport Sunroof,Luxury Sedan,2019-08-23,8yrs 2mths 16days COE left),18710,22573,1210,90664,38602,1998,1540,2019,Auto,59220,78596,135,1,192999,2996,98.53333333333333,BMW
Honda HR-V 1.5A LX,SUV,2016-08-23,5yrs 2mths 16days COE left),9660,71219,682,39086,47889,1496,1190,2016,Auto,22731,18824,96,2,59800,1901,62.53333333333333,Honda
Lexus UX200 Executive,SUV,2019-10-18,8yrs 4mths 11days COE left),13420,25500,1198,65378,41361,1987,1485,2019,Auto,35009,41013,127,1,132800,3051,100.36666666666666,Lexus
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2019-05-30,7yrs 11mths 23days COE left),15740,34800,740,66121,43102,1595,1490,2018,Auto,35914,42280,115,1,146800,2908,95.76666666666667,Mercedes-Benz
Peugeot 308 1.2A PureTech Allure,Hatchback,2015-12-17,4yrs 6mths 10days COE left),10520,71000,508,32578,59200,1199,1150,2015,Auto,18216,8216,96,1,51800,1650,54.333333333333336,Peugeot
Honda Civic 1.6A VTi,Mid-Sized Sedan,2018-11-01,7yrs 4mths 25days COE left),10050,42000,742,36724,28457,1597,1249,2018,Auto,20612,20857,92,1,84888,2700,88.83333333333333,Honda
Subaru WRX 2.0A,Sports Car,2017-01-25,5yrs 7mths 18days COE left),15790,65393,1210,52000,53001,1998,1597,2016,Auto,26777,29488,197,2,103800,2053,67.6,Subaru
Mitsubishi Lancer EX 1.6A,Mid-Sized Sedan,2015-04-20,3yrs 10mths 13days COE left),9350,68965,738,31532,62002,1590,1289,2015,Auto,11584,11584,86,1,42000,1408,46.43333333333333,Mitsubishi
Honda Stream 1.8A RSZ (COE till 09/2022),MPV,2007-10-06,1yr 3mths 24days COE left),8120,177000,1369,6636,25178,1799,1370,2007,Auto,17267,18994,103,3,10700,479,15.8,Honda
BMW 5 Series 520i,Luxury Sedan,2013-12-31,2yrs 6mths 24days COE left),17870,45000,1210,52929,77501,1997,1615,2013,Auto,49184,55858,135,1,73800,934,30.8,BMW
Suzuki Vitara 1.6A GLX Sunroof,SUV,2016-04-07,4yrs 10mths  COE left),9640,73514,736,30863,43000,1586,1240,2015,Auto,19386,14386,88,1,53800,1760,58.0,Suzuki
Subaru Forester 2.0i-L Sunroof,SUV,2018-08-01,7yrs 1mth 25days COE left),10950,64400,1208,33526,32551,1995,1591,2018,Auto,13642,13642,110,1,85200,2610,85.83333333333333,Subaru
Audi A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,2018-03-19,6yrs 9mths 12days COE left),11750,34600,392,47082,40000,999,1280,2017,Auto,24702,26583,85,1,92999,2472,81.4,Audi
Nissan Qashqai 1.2A DIG-T Premium,SUV,2015-12-29,4yrs 6mths 22days COE left),10310,76000,508,36439,59200,1197,1285,2015,Auto,18454,13454,85,2,53800,1662,54.733333333333334,Nissan
BMW 4 Series 428i Coupe Sunroof,Sports Car,2015-03-13,3yrs 9mths 6days COE left),20600,57000,1210,59905,68668,1997,1470,2014,Auto,46689,52365,180,2,103800,1371,45.2,BMW
Honda Fit 1.3A,Hatchback,2021-04-12,9yrs 10mths 5days COE left),7870,31,578,48675,45600,1317,1070,2020,Auto,16464,5000,72,1,79988,3590,118.16666666666667,Honda
Toyota Corolla Altis 1.6A (COE till 02/2024),Mid-Sized Sedan,2009-02-13,2yrs 8mths 6days COE left),7260,150000,965,6915,12864,1598,1195,2008,Auto,16084,16084,80,3,19500,976,32.2,Toyota
Porsche Macan 2.0A PDK,SUV,2017-01-18,5yrs 7mths 11days COE left),27700,75000,1194,96441,56206,1984,1845,2016,Auto,63598,86477,185,2,198888,2046,67.36666666666666,Porsche
BMW 3 Series 320i (COE till 03/2028),Luxury Sedan,2008-03-31,6yrs 9mths 24days COE left),7190,262800,1691,30685,44998,1995,1390,2007,Auto,42493,42493,115,1,49000,2484,81.8,BMW
Mercedes-Benz E-Class E200,Luxury Sedan,2015-06-11,4yrs 4days COE left),15900,73526,1202,66227,71889,1991,1655,2015,Auto,47421,53390,135,1,90500,1464,48.13333333333333,Mercedes-Benz
Subaru Forester 2.0i-L Sunroof,SUV,2018-07-05,7yrs 28days COE left),11020,48000,1208,34105,33900,1995,1591,2018,Auto,13462,13462,110,1,84800,2583,84.93333333333334,Subaru
Mercedes-Benz E-Class E200 CGI Cabriolet (COE till 06/2030),Sports Car,2010-06-23,9yrs 16days COE left),10830,102000,1071,30377,33568,1796,1685,2010,Auto,58555,58555,135,3,98000,3301,108.53333333333333,Mercedes-Benz
Honda HR-V 1.5A LX,SUV,2016-11-23,5yrs 5mths 16days COE left),9790,90000,682,43308,50991,1496,1190,2016,Auto,23988,20584,96,1,63800,1991,65.53333333333333,Honda
Honda Stream 1.8A (COE till 04/2022),MPV,2007-04-27,10mths 20days COE left),9910,107000,1467,4617,26004,1799,1350,2006,Auto,18536,20390,103,3,8800,320,10.666666666666666,Honda
Mercedes-Benz E-Class E200 Avantgarde,Luxury Sedan,2019-02-25,7yrs 8mths 18days COE left),17980,39000,1202,80433,34509,1991,1605,2018,Auto,55386,71695,135,1,174800,2813,92.6,Mercedes-Benz
Honda Stream 1.8A (COE till 03/2028),MPV,2008-03-07,6yrs 9mths  COE left),7230,130000,1369,30389,44998,1799,1370,2007,Auto,20815,22897,103,2,48800,2460,81.0,Honda
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2016-09-30,5yrs 3mths 23days COE left),9630,21000,682,37497,50000,1496,1321,2016,Auto,19544,14544,88,1,58500,1938,63.766666666666666,Mazda
Mercedes-Benz GLA-Class GLA45 AMG 4MATIC,Sports Car,2019-03-28,7yrs 9mths 21days COE left),24570,11487,1202,81592,41000,1991,1585,2018,Auto,53207,67773,280,1,225800,2846,93.7,Mercedes-Benz
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2020-12-24,9yrs 6mths 17days COE left),9790,5339,742,55738,40714,1598,1315,2019,Auto,21754,22456,96,1,104800,3482,114.56666666666666,Toyota
Honda Jazz 1.3A GLI (COE till 04/2024),Hatchback,2009-04-20,2yrs 10mths 13days COE left),8640,118000,767,7516,13088,1339,1110,2008,Auto,13022,13022,73,2,24800,1043,34.43333333333333,Honda
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2017-02-28,5yrs 8mths 21days COE left),9720,19800,682,38982,49430,1496,1321,2016,Auto,19202,14202,88,1,62800,2086,68.7,Mazda
Toyota Harrier 2.0A G-Grade Turbo,SUV,2018-05-24,6yrs 11mths 17days COE left),14140,44000,1210,55798,38501,1998,1695,2018,Auto,33308,38632,170,1,117800,2537,83.56666666666666,Toyota
BMW 3 Series 316i,Luxury Sedan,2013-09-27,2yrs 3mths 20days COE left),13670,115000,742,35877,79223,1598,1405,2013,Auto,34648,30508,100,1,46800,840,27.666666666666668,BMW
BMW 5 Series 523i (COE till 05/2031),Luxury Sedan,2011-05-12,9yrs 11mths 5days COE left),8540,95869,1796,49389,49716,2497,1650,2011,Auto,45401,45401,150,1,84800,3620,119.16666666666667,BMW
BMW 5 Series 528i Touring,Stationwagon,2014-11-24,3yrs 5mths 17days COE left),19050,115000,1210,67089,71300,1997,1735,2014,Auto,54682,65428,180,3,98800,1262,41.56666666666667,BMW
Audi A3 Sedan 1.0A TFSI S-tronic,Luxury Sedan,2017-02-15,5yrs 8mths 8days COE left),10490,100300,392,39911,48401,999,1280,2016,Auto,24611,16456,85,1,68000,2073,68.26666666666667,Audi
Hyundai Elantra 1.6A GLS,Mid-Sized Sedan,2016-01-13,4yrs 7mths 6days COE left),8990,77478,738,29667,45002,1591,1292,2015,Auto,12773,12773,97,1,47800,1676,55.2,Hyundai
Mercedes-Benz C-Class C160 Avantgarde,Luxury Sedan,2020-12-07,9yrs 6mths  COE left),14920,4235,684,65705,37690,1497,1505,2020,Auto,34165,39831,95,1,161800,3465,114.0,Mercedes-Benz
Toyota Estima 2.4A Aeras G Moonroof (COE till 05/2031),MPV,2011-05-24,9yrs 11mths 17days COE left),8410,99155,1638,49553,49716,2362,1800,2011,Auto,41331,41331,125,1,83800,3632,119.56666666666666,Toyota
McLaren 12C,Sports Car,2012-07-12,1yr 1mth 5days COE left),227860,37000,3634,162089,83000,3798,1514,2012,Auto,278169,278169,441,1,388800,400,13.166666666666666,McLaren
Skoda Octavia 2.0A TSI RS,Mid-Sized Sedan,2019-12-06,8yrs 5mths 29days COE left),13570,22000,1194,56819,39700,1984,1577,2019,Auto,27674,30744,180,1,130800,3099,101.96666666666667,Skoda
Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC,SUV,2019-01-18,7yrs 7mths 11days COE left),21490,34500,1202,71836,31302,1991,1760,2018,Auto,51095,63971,155,1,195800,2776,91.36666666666666,Mercedes-Benz
Mercedes-Benz E-Class E250 CGI (COE till 09/2029),Luxury Sedan,2009-09-29,8yrs 3mths 22days COE left),8390,154807,1169,31559,37941,1796,1650,2009,Auto,53009,53009,150,1,69800,3032,99.73333333333333,Mercedes-Benz
Nissan Sylphy 1.6A,Mid-Sized Sedan,2019-06-27,8yrs 20days COE left),8370,46449,742,34297,27000,1598,1205,2019,Auto,16713,16713,85,1,75800,2940,96.66666666666667,Nissan
Jaguar XE 2.0A Prestige,Luxury Sedan,2018-06-26,7yrs 19days COE left),13820,22280,1210,49430,33900,1998,1679,2018,Auto,30005,34007,147,1,114518,2574,84.63333333333334,Jaguar
Kia Picanto 1.1A (COE till 09/2023),Hatchback,2008-09-29,2yrs 3mths 22days COE left),5410,200000,575,7478,16170,1086,872,2008,Auto,8230,5342,47,3,12500,842,27.733333333333334,Kia
Mercedes-Benz CLA-Class CLA180 Urban,Luxury Sedan,2018-07-18,7yrs 1mth 11days COE left),14280,33671,740,51561,38001,1595,1430,2018,Auto,29059,32683,90,1,118000,2596,85.36666666666666,Mercedes-Benz
Nissan Note 1.2A,Hatchback,2019-08-16,8yrs 2mths 9days COE left),7840,50000,508,30576,32725,1198,1048,2019,Auto,13467,5000,58,1,66800,2989,98.3,Nissan
Volvo XC40 T4 R-Design,SUV,2021-06-01,9yrs 11mths 25days COE left),14930,898,1176,70182,62000,1969,1695,2020,Auto,28316,31643,140,1,165000,3640,119.83333333333333,Volvo
Mercedes-Benz E-Class E250 AMG Line,Luxury Sedan,2017-03-02,5yrs 8mths 23days COE left),21250,80000,1202,86447,46229,1991,1615,2016,Auto,59945,79901,155,2,161888,2088,68.76666666666667,Mercedes-Benz
Mercedes-Benz A-Class A250 AMG Line,Hatchback,2019-01-24,7yrs 7mths 17days COE left),16720,35000,1202,58687,31101,1991,1455,2018,Auto,38981,46574,165,2,151000,2782,91.56666666666666,Mercedes-Benz
Suzuki APV 1.6A,MPV,2013-12-11,2yrs 6mths 4days COE left),10920,59000,738,27317,72609,1590,1330,2012,Auto,15126,15126,68,2,34988,914,30.133333333333333,Suzuki
Honda Jazz 1.5A,Hatchback,2015-03-06,3yrs 8mths 27days COE left),10970,89553,684,27855,65001,1498,1046,2015,Auto,15374,5374,96,1,43800,1362,44.9,Honda
Toyota Harrier 2.0A G-Grade Turbo Panoramic,SUV,2018-03-23,6yrs 9mths 16days COE left),13310,65000,1210,57741,42322,1998,1695,2018,Auto,33308,38632,170,3,109800,2476,81.53333333333333,Toyota
Volkswagen Passat CC 2.0A TSI Sunroof (COE till 09/2029),Luxury Sedan,2010-02-26,8yrs 3mths 24days COE left),9120,164000,1433,31579,37941,1984,1454,2009,Auto,38125,38125,147,6,75888,3034,99.8,Volkswagen
Kia Cerato 1.6A EX,Mid-Sized Sedan,2019-02-20,7yrs 8mths 13days COE left),8810,39500,738,29533,25000,1591,1287,2018,Auto,13670,13670,93,1,74800,2808,92.43333333333334,Kia
Hyundai Elantra 1.6A GLS S,Mid-Sized Sedan,2018-08-29,7yrs 2mths 22days COE left),8510,33901,738,33803,33798,1591,1345,2018,Auto,12477,12477,93,1,67777,2637,86.73333333333333,Hyundai
Lexus ES250 Sunroof,Luxury Sedan,2017-04-11,5yrs 10mths 4days COE left),16340,71800,1792,63576,54000,2494,1615,2016,Auto,36195,42673,135,1,116888,2129,70.13333333333334,Lexus
Honda Fit 1.3A G (COE till 03/2024),Hatchback,2009-06-29,2yrs 9mths 25days COE left),7730,150000,708,7196,12763,1339,1010,2009,Auto,13931,13931,73,2,21800,1025,33.833333333333336,Honda
Mazda 3 1.5A,Mid-Sized Sedan,2017-04-18,5yrs 10mths 11days COE left),8530,116000,682,36495,50101,1496,1310,2017,Auto,14476,9476,88,2,54800,2136,70.36666666666666,Mazda
Hyundai Avante 1.6A GLS Elite,Mid-Sized Sedan,2019-06-15,8yrs 8days COE left),9060,21080,738,37655,30009,1591,1345,2019,Auto,18088,18088,93,1,81800,2928,96.26666666666667,Hyundai
McLaren 570 GT,Sports Car,2019-03-22,7yrs 9mths 15days COE left),67430,9500,3636,242403,37620,3799,1495,2018,Auto,173786,284815,419,2,668000,2840,93.5,McLaren
BMW 2 Series 218i Gran Coupe M-Sport,Luxury Sedan,2020-08-21,9yrs 2mths 14days COE left),14660,10000,684,66888,38802,1499,1375,2020,Auto,35378,41530,103,1,155800,3359,110.46666666666667,BMW
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2017-09-20,6yrs 3mths 13days COE left),14900,111523,740,64429,49802,1595,1425,2017,Auto,37239,44135,115,1,115800,2293,75.43333333333334,Mercedes-Benz
Nissan Note 1.2A,Hatchback,2018-06-27,7yrs 20days COE left),7440,45000,508,27833,34110,1198,1048,2018,Auto,13305,5000,58,2,55000,2575,84.66666666666667,Nissan
Toyota Vios 1.5A E (COE till 07/2022),Mid-Sized Sedan,2007-07-26,1yr 1mth 19days COE left),8640,156000,958,5467,24100,1497,1095,2007,Auto,12607,13868,80,2,9800,414,13.633333333333333,Toyota
BMW 7 Series 730Li Sunroof (COE till 09/2030),Luxury Sedan,2011-10-25,9yrs 3mths 24days COE left),9950,150000,2382,32571,34935,2996,1855,2011,Auto,73747,73747,190,3,92800,3399,111.8,BMW
Toyota Wish 2.0A (COE till 02/2030),MPV,2010-02-08,8yrs 8mths 1day COE left),6910,137000,1438,33044,38071,1987,1380,2009,Auto,22003,22003,106,4,60000,3161,104.03333333333333,Toyota
Nissan Fairlady 370Z Roadster (COE till 10/2030),Sports Car,2010-11-13,9yrs 4mths 25days COE left),10820,117021,3821,35954,38216,3696,1565,2010,Auto,55336,55336,245,3,101800,3430,112.83333333333333,Nissan
Toyota Harrier 2.0A Premium Panoramic,SUV,2016-03-30,4yrs 9mths 23days COE left),13050,75000,1196,43341,46502,1986,1610,2015,Auto,30669,29937,111,2,77800,1753,57.766666666666666,Toyota
Audi Q2 1.4A TFSI CoD S-tronic,SUV,2018-11-10,7yrs 5mths 3days COE left),12610,52269,624,48169,32302,1395,1355,2018,Auto,28723,32213,110,1,109800,2708,89.1,Audi
Honda City 1.5A SV,Mid-Sized Sedan,2017-02-16,5yrs 8mths 9days COE left),8850,62000,684,38121,50101,1497,1096,2016,Auto,17760,12760,88,2,56800,2074,68.3,Honda
Volvo XC40 T4 Momentum,SUV,2019-03-25,7yrs 9mths 18days COE left),16070,31812,1176,50864,39401,1969,1695,2019,Auto,24876,26827,140,1,138800,2843,93.6,Volvo
Mercedes-Benz E-Class E63 S AMG 4MATIC,Sports Car,2018-11-08,7yrs 5mths 1day COE left),43360,28523,3922,193635,31000,3982,1955,2018,Auto,141933,227480,450,1,435800,2706,89.03333333333333,Mercedes-Benz
BMW 2 Series 218i Gran Coupe Luxury,Luxury Sedan,2020-11-27,9yrs 5mths 20days COE left),12970,3800,684,62498,39500,1499,1375,2020,Auto,35546,41765,103,2,143800,3455,113.66666666666667,BMW
Porsche Cayenne 3.6A Tip,SUV,2017-07-19,6yrs 1mth 12days COE left),32830,47500,3322,120384,49899,3598,2115,2017,Auto,82167,119901,220,3,260800,2232,73.4,Porsche
BMW X2 sDrive18i M-Sport X,SUV,2020-11-26,9yrs 5mths 19days COE left),15050,4497,684,70757,41101,1499,1415,2019,Auto,36006,42409,103,1,163800,3454,113.63333333333334,BMW
Honda Shuttle 1.5A G,Stationwagon,2018-05-18,6yrs 11mths 11days COE left),9400,43800,682,33559,38600,1496,1130,2018,Auto,18990,8990,97,2,69800,2531,83.36666666666666,Honda
Kia Cerato Forte 1.6A SX (COE till 04/2024),Mid-Sized Sedan,2009-06-30,2yrs 10mths 24days COE left),6820,106354,886,7595,13088,1591,1251,2009,Auto,14114,14114,92,5,19800,1054,34.8,Kia
Porsche 911 Turbo S Coupe PDK (COE till 01/2031),Sports Car,2011-04-14,9yrs 7mths 25days COE left),40160,75000,4002,41233,42683,3800,1660,2010,Auto,191059,191059,390,4,388000,3520,115.83333333333333,Porsche
Honda Jazz 1.3A L (COE till 10/2024),Hatchback,2009-10-15,3yrs 4mths 8days COE left),7680,133000,708,10270,15287,1339,1060,2008,Auto,18638,18638,73,4,25800,1223,40.266666666666666,Honda
Honda Jazz 1.5A RS,Hatchback,2016-04-13,4yrs 10mths 6days COE left),9680,82000,684,30230,45504,1498,1046,2016,Auto,16645,11645,96,1,52800,1766,58.2,Honda
BMW 7 Series 730Li M-Sport Sunroof,Luxury Sedan,2016-06-16,5yrs 9days COE left),23660,102000,1210,100910,49000,1998,1720,2016,Auto,72062,101712,190,2,169800,1834,60.3,BMW
Honda Stream 1.8A (COE till 12/2022),MPV,2007-12-12,1yr 6mths 5days COE left),8510,135000,1369,7856,25925,1799,1350,2007,Auto,18410,19634,103,4,12888,550,18.166666666666668,Honda
Mercedes-Benz E-Class E250,Luxury Sedan,2015-03-12,3yrs 9mths 5days COE left),15320,90000,1202,59187,66751,1991,1680,2014,Auto,46713,52399,155,3,83888,1370,45.166666666666664,Mercedes-Benz
Honda Civic 1.6A VTi-S,Mid-Sized Sedan,2014-08-08,3yrs 2mths 1day COE left),11700,116000,742,32242,61899,1598,1225,2014,Auto,19391,19391,92,1,46800,1156,38.03333333333333,Honda
Toyota Wish 1.8A X (COE till 10/2023),MPV,2008-10-30,2yrs 4mths 23days COE left),8300,146000,1264,7738,16140,1794,1300,2008,Auto,18002,18002,97,3,19888,873,28.766666666666666,Toyota
Volkswagen Golf 1.4A TSI Highline,Hatchback,2019-01-31,7yrs 7mths 24days COE left),10500,32568,624,40101,26170,1395,1270,2018,Auto,24820,26748,92,2,93800,2789,91.8,Volkswagen
Volkswagen Jetta GP 1.4A TSI,Mid-Sized Sedan,2017-01-24,5yrs 7mths 17days COE left),9040,88000,620,41974,50889,1390,1417,2015,Auto,17727,17727,90,1,59800,2052,67.56666666666666,Volkswagen
Mercedes-Benz A-Class A45 AMG 4MATIC+,Hatchback,2016-10-28,5yrs 4mths 21days COE left),27050,50000,1202,76259,55501,1991,1555,2016,Auto,49827,61758,280,1,176800,1966,64.7,Mercedes-Benz
Volkswagen Touran 1.4A TSI (COE till 11/2023),MPV,2008-12-05,2yrs 5mths 24days COE left),9260,130000,806,7373,14835,1390,1568,2008,Auto,25583,25583,125,3,23000,904,29.8,Volkswagen
Cadillac CTS 3.6A (COE till 12/2030),Luxury Sedan,2011-01-27,9yrs 6mths 25days COE left),15550,110000,3595,38985,40714,3564,1798,2010,Auto,38986,38986,229,3,148888,3490,114.83333333333333,Cadillac
Ferrari 488 Spider,Sports Car,2017-10-27,6yrs 4mths 20days COE left),99880,7600,3796,393750,49000,3902,1565,2017,Auto,284022,483240,493,2,880000,2330,76.66666666666667,Ferrari
BMW X1 sDrive18i Sunroof (COE till 05/2031),SUV,2011-06-24,9yrs 11mths 25days COE left),7890,113300,1208,49662,49716,1995,1455,2011,Auto,30706,30706,110,4,78800,3640,119.83333333333333,BMW
Toyota Previa 2.4A Aeras Luxury Moonroof,MPV,2019-10-31,8yrs 4mths 24days COE left),15450,15000,1638,62978,41001,2362,1775,2019,Auto,34487,40282,125,1,150000,3064,100.8,Toyota
Mazda 5 2.0A Sunroof,MPV,2015-08-20,4yrs 2mths 13days COE left),9520,77569,1210,36588,57885,1998,1535,2015,Auto,17533,17533,111,2,48800,1533,50.43333333333333,Mazda
BMW 4 Series 420i Gran Coupe M-Sport,Luxury Sedan,2017-08-31,6yrs 2mths 24days COE left),16850,72357,1210,65071,49899,1998,1540,2017,Auto,41713,45399,135,1,127800,2274,74.8,BMW
Lamborghini Aventador LP720-4 50th Anniversary,Sports Car,2014-07-09,3yrs 1mth 2days COE left),217370,10888,7856,583827,84100,6498,1690,2014,Auto,492350,858230,530,3,1100888,1127,37.06666666666667,Lamborghini
Audi Q5 2.0A TFSI Quattro S-tronic Sport,SUV,2018-07-25,7yrs 1mth 18days COE left),17560,50000,1194,63340,31000,1984,1795,2018,Auto,44967,54954,185,1,152800,2603,85.6,Audi
BMW 6 Series 640i Gran Coupe Sunroof,Luxury Sedan,2012-07-30,1yr 1mth 23days COE left),86030,96000,2362,51373,90501,2979,1750,2012,Auto,74562,74562,235,4,135800,418,13.766666666666667,BMW
Mercedes-Benz C-Class C180K (COE till 05/2029),Luxury Sedan,2009-10-29,7yrs 11mths 25days COE left),8360,147000,890,22278,27886,1597,1500,2009,Auto,36978,36978,115,4,66800,2910,95.83333333333333,Mercedes-Benz
Volkswagen Jetta 1.4A TSI,Mid-Sized Sedan,2014-09-30,3yrs 3mths 23days COE left),10010,87800,620,27462,64841,1390,1417,2014,Auto,19152,9152,90,2,37800,1208,39.766666666666666,Volkswagen
BMW X2 sDrive18i M-Sport X,SUV,2018-11-30,7yrs 5mths 23days COE left),15000,32620,684,57668,32000,1499,1415,2018,Auto,37835,44969,103,2,134800,2728,89.76666666666667,BMW
Honda Shuttle 1.5A G LED,Stationwagon,2016-08-10,5yrs 2mths 3days COE left),10010,50000,682,33412,52503,1496,1130,2016,Auto,18301,8301,97,1,55999,1888,62.1,Honda
Toyota Wish 1.8A Elegance (COE till 05/2031),MPV,2011-06-07,9yrs 11mths 25days COE left),6890,98000,976,49662,49716,1798,1360,2011,Auto,21503,21503,106,2,68800,3640,119.83333333333333,Toyota
Mitsubishi Lancer EX 1.5A Elegance (COE till 01/2026),Mid-Sized Sedan,2011-04-12,4yrs 7mths 25days COE left),7710,112319,752,17763,19069,1499,1313,2010,Auto,16898,16898,80,4,35888,1695,55.833333333333336,Mitsubishi
Hyundai i30 1.4A T-GDi DCT Turbo,Hatchback,2018-08-20,7yrs 2mths 13days COE left),9380,72000,600,38511,34381,1353,1240,2018,Auto,18304,18304,103,1,76800,2628,86.43333333333334,Hyundai
Toyota Sienta 1.5A X,MPV,2017-06-14,6yrs 7days COE left),9980,46000,682,39649,51600,1496,1320,2016,Auto,21025,11435,80,1,65800,2197,72.23333333333333,Toyota
Mazda CX-3 2.0A,SUV,2017-03-14,5yrs 9mths 7days COE left),10240,78000,1210,46799,53001,1998,1265,2016,Auto,21161,21626,115,1,69900,2102,69.23333333333333,Mazda
Volkswagen Beetle 1.4A TSI,Hatchback,2014-01-22,2yrs 7mths 15days COE left),13970,40800,620,33745,77304,1390,1373,2013,Auto,25279,22391,118,2,47900,955,31.5,Volkswagen
Porsche Cayman S 3.4A PDK (COE till 08/2030),Sports Car,2010-11-24,9yrs 2mths 25days COE left),18920,59000,3375,30416,32914,3436,1450,2010,Auto,86960,86960,235,3,174800,3370,110.83333333333333,Porsche
Audi A3 Sedan 1.4A TFSI S-tronic Ambiente,Luxury Sedan,2014-09-12,3yrs 3mths 5days COE left),12850,61000,624,33915,64841,1395,1310,2014,Auto,30408,19572,90,1,51800,1190,39.166666666666664,Audi
Subaru Impreza 4D 1.5R (COE till 08/2024),Mid-Sized Sedan,2009-10-02,3yrs 2mths 25days COE left),6110,82001,821,9497,14664,1498,1310,2008,Manual,15331,13949,79,3,19800,1180,38.833333333333336,Subaru
Honda Vezel 1.5A X,SUV,2016-04-26,4yrs 10mths 19days COE left),10680,72000,682,30342,46009,1496,1190,2015,Auto,20871,11220,96,1,57800,1779,58.63333333333333,Honda
BMW 2 Series 216i Gran Tourer,MPV,2018-06-28,7yrs 21days COE left),12620,24200,684,52059,36890,1499,1480,2018,Auto,30479,34671,75,1,106500,2576,84.7,BMW
Mazda 3 1.5A Deluxe,Mid-Sized Sedan,2017-05-02,5yrs 10mths 25days COE left),10450,22000,682,37287,45109,1496,1331,2017,Auto,19206,14206,88,2,68800,2150,70.83333333333333,Mazda
Mercedes-Benz CLA-Class CLA200,Luxury Sedan,2014-06-19,3yrs 12days COE left),16060,97322,740,37202,75300,1595,1430,2014,Auto,28620,22068,115,2,59800,1107,36.4,Mercedes-Benz
BMW X3 sDrive20i,SUV,2019-10-30,8yrs 4mths 23days COE left),19290,18000,1210,72145,41805,1998,1660,2019,Auto,40968,49356,135,1,186800,3063,100.76666666666667,BMW
Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,Stationwagon,2017-08-10,6yrs 2mths 3days COE left),14220,53448,740,51650,45201,1595,1430,2017,Auto,31880,31632,90,2,103688,2253,74.1,Mercedes-Benz
Toyota Harrier 2.0A Elegance Panoramic,SUV,2015-08-20,4yrs 2mths 13days COE left),14560,89000,1196,40606,60101,1986,1610,2015,Auto,25800,23120,111,2,72800,1533,50.43333333333333,Toyota
Land Rover Discovery Sport 2.0A Si4 SE 7-Seater,SUV,2016-09-30,5yrs 3mths 23days COE left),16920,53976,1212,71739,56956,1999,1841,2016,Auto,45440,55616,177,1,117800,1938,63.766666666666666,Land
